parallax,parallax_error,l,b
0.3544359579086237,0.9808289937918985,175.29322065347318,-4.994472929612804
1.723550050259193,0.28435464323469334,175.1683220578385,-4.15035259987441
0.46963138990173764,0.35696798168037247,175.1829725715792,-4.193349852063843
1.3279830476837233,0.4677145325732245,175.16972715617726,-4.573415952868438
1.6021144175206168,0.2714282536398813,175.09984928135017,-4.030721417893043
3.8513590259242885,0.23242454945638757,175.0159226307981,-3.711085875801795
1.1199443321817588,0.313584910196838,175.13622045726683,-4.367050561192424
0.32054812627068363,0.25064431006119103,175.08111709772274,-4.6902890199927025
1.6388455180315473,0.3956991899914978,175.0806208092404,-4.610517166019535
1.318862681214932,0.2670727328998202,175.15499808369395,-4.6551403939872165
0.9714216110041557,0.6708210778013072,175.1681573909109,-4.756242046670815
2.6940433195436864,0.26117717156858544,175.115216752041,-4.9673974168723785
1.8934020604296156,0.3979172248570311,175.14342051885353,-4.8019750989994705
1.5706980848434586,0.41669256696742074,175.3230969462758,-4.6467093712054215
2.47450653155042,0.25961728120562516,175.03352631419918,-4.380080421367076
0.7964654967015388,0.43394629238609034,175.09478033381325,-4.319103694796554
6.022241146871809,0.22932987936504576,175.03249861242,-4.3340907138115865
2.30301640215807,0.3069944873197567,175.12499175751879,-4.346388781950852
1.663779360192831,0.25710140176499396,175.2134229886557,-4.158512471592203
1.1316508617014216,0.2812731762268265,175.01740893494696,-4.0147586523506975
1.823477763800733,0.7797357742463774,175.05342087547749,-3.938968090435816
2.1246158725973183,0.735645833668454,175.06899408954772,-3.78304370483735
1.1948348187339768,0.278765397563191,175.0214876320555,-4.078176026058779
4.1278850787815005,0.23005610751816355,175.0744238406066,-3.7055106114505563
1.6419868008204632,0.22751910010832865,175.05017487675235,-3.4505761104539743
0.33214839228014803,0.3320487375257722,175.30637997177772,-4.4876966443686905
2.425871872451322,0.2574529379383686,175.33496584462827,-4.5731011718628665
4.920999486935359,0.2481877706874164,175.2810371049417,-4.705550137586108
0.9090552851595635,0.24583788423352002,175.29011110780826,-4.973725634691835
1.853733244119426,0.2758046992088192,175.2668653129058,-4.946239338013675
0.4991384524859465,0.27329856572901084,182.84154103513595,-4.039510905291823
1.1837303794768994,0.2442315299945931,183.11300160507844,-4.279712789646199
1.3237289105733847,0.31108625265367884,183.236679464225,-4.301561264353889
1.696225776088416,0.3214319294199395,183.4403284510508,-4.849581077837733
4.62143851600329,0.26523173597216715,183.78978189549568,-3.8414028356717376
5.320928610965522,0.23254437587841473,184.1179430112458,-4.06803205401855
2.734942007272337,0.22645927910374092,183.29284134347634,-3.769940588516371
0.9730297161501174,0.3979231769985585,183.30117083900572,-4.313612235075081
1.1869245920335838,0.2550687552187344,183.3595527072278,-3.9876399770966393
2.687445330379862,0.2886322752144001,183.3085699111152,-4.176413649510074
1.915746242429552,0.2451822470736564,183.2014000914094,-3.8801001984749974
1.6041633744426491,0.22430264041725193,183.59796089531665,-3.974534089749559
1.9263831284573263,0.2533102451761242,183.2828014763516,-3.7123744160978904
1.1115497834299697,0.2724468650814487,184.99528439418816,-3.367529744225
0.5818196781290368,0.4354287244071145,184.72987541577265,-4.211346730242713
4.99036134983492,0.24774847816601364,184.88201644036525,-3.996791008074345
2.8744200194996896,0.2561829607062323,184.86562085101534,-4.71904699720581
1.4932369542737531,0.3731982957486761,184.98790007544594,-4.779325814162026
1.4318322202267788,0.3457006041655702,184.93575390561256,-4.98837527781377
1.4480658912006106,0.48677692085081614,184.99562213525252,-4.834366030174297
0.5919715883402393,0.31552399271821546,184.9901159174283,-4.63975469203407
1.1563060674220662,0.24851609167150218,183.08665292122797,-4.830955687957133
4.504227581269489,0.3614522828831974,183.26645285209992,-4.955872036615807
12.28406059571217,0.2218061941451455,183.2483567991014,-4.893125070155694
2.7329361303863045,0.2307721251313276,184.7282364416017,-4.945750255703321
0.9832887713924052,0.4412109646617915,184.73908728458395,-4.608891980307703
1.2078802610314425,0.4071011213684336,184.70318214341341,-4.801908817760478
1.073768339260647,0.24951169490772276,184.7295581922481,-4.864243839342607
1.5406378648403072,0.3473750258835122,184.67040982664304,-4.9246658382625155
0.8014333406985493,0.28859256289149426,184.78375678803178,-4.9351989002819705
5.196923876189677,0.2573218652868769,184.534250714531,-4.986927735595802
0.43880074720064377,0.2493395416175389,184.50280845839214,-4.917811542007229
1.7091515709251395,0.3765078915307294,184.4072779060654,-3.756613247028359
1.285396398110957,0.27401707746685117,184.6619283240132,-4.371402891269659
1.1663582958766132,0.2603034366722773,183.88200302734975,-4.665745750486858
9.200967203463621,0.33162648642819664,184.24163233512527,-4.227952597627637
1.0067339697736204,0.28150084733508185,184.56075843342285,-4.549556533262212
0.5730928469773939,0.361123747117407,184.62837320989098,-4.4706809762022255
1.4089571466107198,0.22933873395285326,184.16033456284921,-4.46631934788784
1.3176989316254044,0.219532102221793,184.14832555504444,-4.545253284655125
0.9268422207347049,0.2587160910193279,184.15513625738566,-4.535878356606438
1.0584359831679393,0.44086561320731554,183.931559989748,-4.990237948161853
1.6152150182100267,0.2615861058865199,184.11655075241075,-4.648788684127638
1.0420947557026594,0.2925568084210385,183.60159921114845,-4.91456101332975
1.821142182582231,0.6823347010395678,183.6950015681913,-4.724705037875412
1.1871766116405458,0.5605110835816561,183.83855938495134,-4.950332601293963
1.1609104245521866,0.26624424724561135,183.79276962653674,-4.998966590904482
3.0577562007784085,0.2367011562246726,183.78680014392683,-4.6193721587837215
0.7960542213920485,0.3123357541017994,183.92444625801005,-4.497322410000989
0.9988399761156882,0.24479371452452842,184.65263745691465,-3.9352660188700535
2.7220431002748557,0.40174585514008476,182.99683852894228,-4.087858065539548
2.2150406801767204,0.45091805626303244,183.04770294827688,-3.858784563384972
1.5745603929000411,0.2662595959855305,183.03956717799434,-3.825127702802586
0.5677171416410383,0.3273492073435374,182.83824952095378,-4.306322392525759
1.079303015313033,0.26838623808479634,182.84232994558968,-4.310264111147263
1.2682006103125187,0.2945636779057456,182.92919076878422,-3.9462637400751404
3.6093731356844323,0.23020520236526026,182.96678023622687,-4.260797727115865
5.892818434517532,0.22477496436588032,182.21674359025775,-4.503820187352175
6.100464939576281,0.25630013522262174,182.1590679017708,-4.5274389872798295
1.388677491039175,0.2531661126291905,184.85360326051642,-4.587216648215656
0.779874305695606,0.31752258696836133,184.95493511278184,-4.756240973305819
1.2660627574784642,0.24322517990814763,184.83484539736227,-4.404845718515353
1.2721089392216998,0.2455597995664079,181.7842364779238,-4.227141787580788
1.2326373111994615,0.3553691341375154,181.82968792208374,-4.72650079736487
2.502609282454825,0.26474665027853933,181.50604191665013,-4.119941828968755
8.37559730434198,0.25743715477297013,181.72190368591154,-4.310073077589531
1.0071854739262363,0.4547766152854426,181.78445699558648,-4.6697570533641235
2.370751125155548,0.22962889262123048,181.9220223502357,-4.700079386519006
2.6253945038809747,0.47600450037949554,181.57837475431805,-4.92661125836332
2.026943927818816,0.35376410929512203,181.7744431334574,-4.557931908683304
5.559389688308072,0.6811853373012018,181.69925193226766,-4.736878930336238
3.338863770683986,0.3410182231036185,181.7493087604396,-4.635285212584821
1.6859758673705598,0.23168278449756557,183.7466740043378,-3.9877848253563846
5.894689379531537,0.3310535460597301,184.0451289364585,-4.203795192663074
1.2496861928186338,0.436188616492397,184.0661891067451,-4.32597116242538
2.217529976350452,0.2368989096804184,184.27809799460252,-3.498255515420205
1.9964569096591285,0.30736416574977254,184.2589118396355,-3.6000229702546434
3.668306044409867,0.23550314818999543,184.13623048871895,-4.1737271466349855
1.8587264131312238,0.24321858529194948,184.32255402897664,-3.883506552505881
1.1518671896861836,0.2391378742156855,184.04569736640912,-4.177344108816096
8.049888311880432,0.22505843537009745,183.77135092516295,-3.858106948795249
0.9156660154847216,0.24526756032205754,184.48262278863766,-3.5362053882538556
3.3560593633570677,0.2280659274649548,184.10046712694052,-3.98268826014161
2.228244322859606,0.25153676235155636,184.39346238093302,-3.5013773830513166
1.2771026045646685,0.738379518956775,184.25239723854978,-3.743490219195159
4.027878463236422,0.37800235077525485,184.21634382612282,-3.5911397087390244
2.750007408261549,0.44507551756617353,184.19067564987782,-3.6197489857323384
1.3605307423700599,0.2869327850490416,184.1962443542682,-3.8609146967806636
2.6313376487793376,0.8052337304668347,184.10398616810656,-3.71913897521376
0.6005323918135226,0.7962605555789924,183.80974280282237,-4.16414102984224
0.564731368690722,0.2696394622923789,184.09396012386867,-3.970822787468045
0.7443273570032114,0.30661288216340066,184.1110194967655,-3.9495053372958453
0.7878910418912983,0.2506316666380502,184.0848760888702,-3.927591182963404
2.0926810087395986,0.22842141102308003,183.84570327584936,-4.211549877008606
1.1856458077939143,0.2336784608226374,183.9133464337429,-4.075750036814401
2.202704679957983,0.23557694925750433,183.7644952835532,-3.700023238875604
